repo,head_sha,commit_details_available,commit_authored_at,commit_message,commit_parent_count,additions,deletions,changed_files,file_paths_json,files_truncated
hashicorp/terraform,3675c10d8012678e0ad4ff9909d7a7566e6d9329,1,2026-07-07T10:22:20Z,"build(deps): bump actions/checkout

Bumps the github-actions-breaking group with 1 update in the / directory: [actions/checkout](https://github.com/actions/checkout).


Updates `actions/checkout` from 6.0.2 to 7.0.0
- [Release notes](https://github.com/actions/checkout/releases)
- [Changelog](https://github.com/actions/checkout/blob/main/CHANGELOG.md)
- [Commits](https://github.com/actions/checkout/compare/de0fac2e4500dabe0009e67214ff5f5447ce83dd...9c091bb21b7c1c1d1991bb908d89e4e9dddfe3e0)

---
updated-dependencies:
- dependency-name: actions/checkout
  dependency-version: 7.0.0
  dependency-type: direct:production
  update-type: version-update:semver-major
  dependency-group: github-actions-breaking
...

Signed-off-by: dependabot[bot] <support@github.com>",1,18,18,8,"["".github/workflows/build-terraform-cli.yml"", "".github/workflows/build.yml"", "".github/workflows/changelog-validation.yml"", "".github/workflows/checks.yml"", "".github/workflows/enforce-changelog.yml"", "".github/workflows/equivalence-test-diff.yml"", "".github/workflows/equivalence-test-manual-update.yml"", "".github/workflows/equivalence-test-update.yml""]",0
hashicorp/terraform,3c60228b2909b412d6240688e16b1d0f87ce449b,1,2026-07-06T12:22:21Z,"Prepare before 1.16.0-alpha20260706 release (#38825)

Co-authored-by: hc-github-team-tf-core <github-team-tf-core@hashicorp.com>",1,5,2,2,"[""CHANGELOG.md"", ""version/VERSION""]",0
hashicorp/terraform,444d4f6613edc5823711ed8e627becb56b9c4e49,1,2026-07-08T07:34:44Z,Pass null provider metadata to ReadDataSource RPC (#38837),1,103,0,2,"[""internal/terraform/context_plan_policy_test.go"", ""internal/terraform/policy.go""]",0
hashicorp/terraform,56e9aea2f5978ea4ba8ec781fc041abd0e22183d,1,2026-07-13T15:45:26Z,"refactor(init/views): Stop using the `views` package to create an error diagnostic during `init` (#38865)

Stop using the `views` package to create an error diagnostic during `init`. Replace the `InitConfigError` const from views package with an error string, matching how other errors are managed.

The original code was pretty misleading, as it gives the impression there were JSON logs that included the `""init_config_error""` message code. Instead, the views package was used as a roundabout way to access a string, which is the same regardless of viewtype in use.",1,9,25,3,"[""internal/command/init.go"", ""internal/command/init_run.go"", ""internal/command/views/init.go""]",0
hashicorp/terraform,3cb5bc2c48d36cb022a4d2289ae4ace2207d0fe4,1,2026-07-02T16:35:59Z,"feat(search): add experimental -policies flag and initial policy evaluation support to terraform query (#38769)

* Adds experimental policy evaluation support to terraform query via a new -policies flag. The flag accepts one or more policy set directory paths and is gated behind AllowExperimentalFeatures, consistent with how plan, apply, and init handle experimental policy flags.
* Adds initial policy evaluation groundwork for list block resources. Per-resource evaluation inputs are collected from list block responses using provider-generated configuration, with a legacy state extraction fallback.",1,757,1,9,"["".changes/footer-with-experiments.md"", ""internal/command/arguments/query.go"", ""internal/command/arguments/query_test.go"", ""internal/command/command_test.go"", ""internal/command/query.go"", ""internal/command/query_test.go"", ""internal/terraform/node_resource_list_policy.go"", ""internal/terraform/node_resource_list_policy_test.go"", ""internal/terraform/node_resource_plan_instance_query.go""]",0
hashicorp/terraform,4a7cdd183ba4a71607d146f7e9b7324b367ae1a9,1,2026-07-08T14:15:31Z,"console: Add `-scope` flag to allow expression evaluation in module instances (#38820)

This change adds an optional `-scope` flag to the `terraform console` command that accepts a module instance address that will change the `lang.Scope` returned from the plan/eval method. This scope is then then used for expression evaluation in the console command. Additional validation was added after the graph walk to ensure a nonexistent scope returns an error message rather than be created.",1,390,22,15,"["".changes/v1.16/ENHANCEMENTS-20260702-115320.yaml"", ""internal/command/arguments/console.go"", ""internal/command/arguments/console_test.go"", ""internal/command/console.go"", ""internal/command/console_test.go"", ""internal/command/testdata/console-nested-module-scopes/.terraform/modules/modules.json"", ""internal/command/testdata/console-nested-module-scopes/child/grandchild/main.tf"", ""internal/command/testdata/console-nested-module-scopes/child/main.tf"", ""internal/command/testdata/console-nested-module-scopes/main.tf"", ""internal/moduletest/graph/eval_context_test.go"", ""internal/moduletest/graph/plan.go"", ""internal/terraform/context_eval.go"", ""internal/terraform/context_eval_test.go"", ""internal/terraform/context_plan.go"", ""internal/terraform/graph_walk_context.go""]",0
hashicorp/terraform,5576de63a25f719d2529cbacc8381157a4600e24,1,2026-07-07T17:40:03Z,"Merge pull request #38806 from hashicorp/jbardin/reaction-reporting

Report action failures and invoked callers",2,217,109,28,"[""internal/command/apply_policy_test.go"", ""internal/command/command_test.go"", ""internal/command/jsonformat/plan.go"", ""internal/command/jsonplan/action_invocations.go"", ""internal/command/jsonplan/action_invocations_test.go"", ""internal/command/plan_policy_test.go"", ""internal/command/testdata/apply/output.jsonlog"", ""internal/command/testdata/plan-policy/output.jsonlog"", ""internal/command/testdata/plan/output.jsonlog"", ""internal/command/views/apply.go"", ""internal/command/views/hook_count.go"", ""internal/command/views/json/change_summary.go"", ""internal/command/views/json_view_test.go"", ""internal/command/views/operation_test.go"", ""internal/plans/action_invocation.go"", ""internal/plans/changes_src.go"", ""internal/plans/planfile/tfplan.go"", ""internal/plans/planproto/planfile.pb.go"", ""internal/plans/planproto/planfile.proto"", ""internal/terraform/action_trigger_instance_apply.go"", ""internal/terraform/context_plan_actions_test.go"", ""internal/terraform/hook.go"", ""internal/terraform/node_action.go"", ""internal/terraform/node_action_invoke.go"", ""internal/terraform/node_resource_abstract_instance.go"", ""internal/terraform/node_resource_destroy.go"", ""internal/terraform/node_resource_plan_destroy.go"", ""internal/terraform/node_resource_plan_orphan.go""]",0
hashicorp/terraform,57349517ddb067f020eefba4d9053fc4acfa6155,1,2026-07-08T07:43:42Z,Prepare before 1.16.0-alpha20260708 release (#38841),1,6,2,2,"[""CHANGELOG.md"", ""version/VERSION""]",0
hashicorp/terraform,5c545fe65366e5335956d13715f00a651e7e5597,1,2026-07-06T13:19:17Z,import: return correct error when import target exists in state but not config (#38782),1,71,3,3,"["".changes/v1.16/BUG FIXES-20260625-103056.yaml"", ""internal/terraform/context_apply_import_test.go"", ""internal/terraform/node_resource_plan.go""]",0
hashicorp/terraform,5c6dbb2a4215a2efb44069042d26007ce6c2d960,1,2026-07-10T15:42:12Z,"Merge pull request #38845 from hashicorp/jbardin/reaction-invoke-instances

Allow targeting of action caller instances with -invoke",2,256,69,12,"["".changes/v1.16/ENHANCEMENTS-20260708-095111.yaml"", ""internal/addrs/set.go"", ""internal/command/arguments/extended.go"", ""internal/terraform/context_apply.go"", ""internal/terraform/context_plan.go"", ""internal/terraform/context_plan_actions_test.go"", ""internal/terraform/graph_builder_apply.go"", ""internal/terraform/graph_builder_plan.go"", ""internal/terraform/node_action.go"", ""internal/terraform/node_action_invoke.go"", ""internal/terraform/transform_action_invoke_plan.go"", ""internal/terraform/transform_targets.go""]",0
hashicorp/terraform,678063a0d6fc74a907cab98bfb6ce380c8043ace,1,2026-07-02T09:40:06Z,backend/oss: Bump github.com/aliyun/aliyun-oss-go-sdk to v2.2.7,1,6,16,4,"[""go.mod"", ""go.sum"", ""internal/backend/remote-state/oss/go.mod"", ""internal/backend/remote-state/oss/go.sum""]",0
hashicorp/terraform,743e44a1a5b4f453f7196b0841bb997792fac844,1,2026-07-02T14:22:35Z,"fix: Make `state migrate` update the backend state file to describe the location migrate was successfully migrated to.

Also, update tests to assert the backend state file describes the destination.",1,253,7,3,"[""internal/command/state_migrate.go"", ""internal/command/state_migrate_test.go"", ""internal/command/testdata/state-migrate-state-store-to-backend/.terraform/terraform.tfstate""]",0
hashicorp/terraform,71aa47746485b84028b7e77f6509134fd09f423c,1,2026-07-08T07:38:48Z,Prevent stacks policy evaluation for pre-destroy refresh (#38826),1,730,830,35,"[""internal/command/meta_policy.go"", ""internal/command/views/hook_json.go"", ""internal/command/views/hook_ui.go"", ""internal/command/views/init.go"", ""internal/command/views/init_test.go"", ""internal/command/views/json_view.go"", ""internal/command/views/operation.go"", ""internal/command/views/query_operation.go"", ""internal/command/views/view.go"", ""internal/plans/policy.go"", ""internal/plans/policy_test.go"", ""internal/policy/diagnostics.go"", ""internal/policy/policy.go"", ""internal/rpcapi/convert.go"", ""internal/rpcapi/convert_test.go"", ""internal/rpcapi/stacks.go"", ""internal/stacks/stackruntime/apply_test.go"", ""internal/stacks/stackruntime/hooks/component_instance.go"", ""internal/stacks/stackruntime/internal/stackeval/applying.go"", ""internal/stacks/stackruntime/internal/stackeval/hooks.go"", ""internal/stacks/stackruntime/internal/stackeval/planning.go"", ""internal/stacks/stackruntime/internal/stackeval/provider_instance.go"", ""internal/stacks/stackruntime/internal/stackeval/refresh_instance.go"", ""internal/stacks/stackruntime/internal/stackeval/terraform_hook.go"", ""internal/stacks/stackruntime/plan_test.go"", ""internal/terraform/context_apply_policy_test.go"", ""internal/terraform/context_plan_policy_test.go"", ""internal/terraform/hook.go"", ""internal/terraform/hook_mock.go"", ""internal/terraform/hook_stop.go"", ""internal/terraform/hook_test.go"", ""internal/terraform/node_module_expand.go"", ""internal/terraform/node_policy_resource.go"", ""internal/terraform/node_provider.go"", ""internal/terraform/policy.go""]",0
hashicorp/terraform,8080562105c858641e1802428d7742979cc825f4,1,2026-07-08T19:35:12Z,chore: Remove change files that have since been backported to the v1.15 release branch to be part of v1.15.8,1,0,10,2,"["".changes/v1.16/NOTES-20260602-161506.yaml"", "".changes/v1.16/NOTES-20260609-133222.yaml""]",0
hashicorp/terraform,7ee86c7166ca1e878baf590170fc2098881b670d,1,2026-06-30T14:26:10Z,"policy: Enable refresh and destroy mode policy evaluation in stacks (#38797)

This change removes the restrictions in PlanStackChanges and ApplyStackChanges preventing policy evaluation during refresh and destroy (which originally was omitting the policy client). Now, when a policy client is given to stacks, it will always be passed to the module runtime + used to evaluate provider policy if configured.",1,289,542,9,"[""internal/rpcapi/stacks.go"", ""internal/rpcapi/stacks_test.go"", ""internal/stacks/stackruntime/apply_test.go"", ""internal/stacks/stackruntime/internal/stackeval/applying.go"", ""internal/stacks/stackruntime/internal/stackeval/component_instance.go"", ""internal/stacks/stackruntime/internal/stackeval/planning.go"", ""internal/stacks/stackruntime/internal/stackeval/provider_instance.go"", ""internal/stacks/stackruntime/internal/stackeval/removed_component_instance.go"", ""internal/stacks/stackruntime/plan_test.go""]",0
hashicorp/terraform,8600e47cdcf31f27b694eadf42570a9643b4a76c,1,2026-07-03T08:34:17Z,Evaluate policies for no-op changes (#38795),1,573,174,14,"[""internal/policy/proto/types.pb.go"", ""internal/policy/proto/types.proto"", ""internal/stacks/stackruntime/plan_test.go"", ""internal/terraform/context_apply_policy_test.go"", ""internal/terraform/context_plan_policy_test.go"", ""internal/terraform/eval_context.go"", ""internal/terraform/graph_builder_apply.go"", ""internal/terraform/node_policy_resource.go"", ""internal/terraform/node_resource_abstract.go"", ""internal/terraform/node_resource_apply_instance.go"", ""internal/terraform/node_resource_destroy.go"", ""internal/terraform/node_resource_plan_instance.go"", ""internal/terraform/policy_test.go"", ""internal/terraform/transform_diff.go""]",0
hashicorp/terraform,8d3a8b76ecf1ead119c4fc5951e8f5130df1db90,1,2026-07-01T13:10:52Z,"Prepare before 1.16.0-alpha20260701 release (#38812)

Co-authored-by: hc-github-team-tf-core <github-team-tf-core@hashicorp.com>",1,6,2,2,"[""CHANGELOG.md"", ""version/VERSION""]",0
hashicorp/terraform,928a45e220b2fe5bccdf0dc31bd3724c8ff014b7,1,2026-07-10T15:53:36Z,"Merge pull request #38854 from hashicorp/jbardin/on_failure-json

expose on_failure to the json hook output",2,250,111,12,"[""internal/command/jsonplan/action_invocations.go"", ""internal/command/views/hook_json_test.go"", ""internal/command/views/json/change.go"", ""internal/command/views/json/hook.go"", ""internal/command/views/operation_test.go"", ""internal/plans/action_invocation.go"", ""internal/plans/changes_src.go"", ""internal/plans/planfile/tfplan.go"", ""internal/plans/planproto/planfile.pb.go"", ""internal/plans/planproto/planfile.proto"", ""internal/terraform/context_plan_actions_test.go"", ""internal/terraform/node_resource_abstract_instance.go""]",0
hashicorp/terraform,98647688171de1c15f1691f567c5854857609b50,1,2026-07-02T09:56:51Z,"Cleanup after 1.16.0-alpha20260701 release (#38817)

Co-authored-by: hc-github-team-tf-core <github-team-tf-core@hashicorp.com>",1,2,2,2,"[""CHANGELOG.md"", ""version/VERSION""]",0
hashicorp/terraform,9913f71544145a6591909b3a4562a67fe40265ea,1,2026-06-30T10:46:53Z,"Update arguments passed to cmp.Diff to be in conventional order

Co-authored-by: Radek Simko <radeksimko@users.noreply.github.com>",1,1,1,1,"[""internal/command/init_test.go""]",0
hashicorp/terraform,a694bd53d9db2a70c94105f89a5c7e00911d8753,1,2026-07-03T14:29:23Z,"add Mermaid graph format to terraform graph command (#38719)

Adds a new optional -format=mermaid flag to the terraform graph command, which produces a Mermaid flowchart-type diagram for both resource-only and plan graphs. Without this flag, the DOT format is still produced by default.",1,468,4,9,"["".changes/v1.16/ENHANCEMENTS-20260618-120930.yaml"", ""internal/command/arguments/graph.go"", ""internal/command/arguments/graph_test.go"", ""internal/command/graph.go"", ""internal/command/graph_mermaid_test.go"", ""internal/dag/graph.go"", ""internal/dag/mermaid.go"", ""internal/dag/mermaid_test.go"", ""internal/terraform/graph_dot.go""]",0
hashicorp/terraform,d419453b418ead10cd04e8c588dd80832906da6f,1,2026-07-13T12:29:55Z,"views: Refactor how empty lines are logged in human-readable output (#38864)

* feat: Add `Spacer` interface, for views that implement a method used to space-out terminal output.

This is intended to formalise the existing practice of logging empty lines to separate sections of human-readable output.

Add base-implementations on the View and JSONView structs.

* refactor: Replace all use of `views.EmptyMessage` via `init` or `state migrate` commands' views with the new `Spacer` method.

* chore: Remove code related to unused `empty_message` logs

To be crystal-clear, no JSON logs with `""message_code"": ""empty_message""` were EVER made. As you can see in the diff in `(v *InitJSON) Output` the JSON view performed a no-op when `views.EmptyMessage` was supplied as an argument. Our docs about JSON logs from init are incorrect and have always been!

* fix: Panic on empty message content, as this indicates something has been implemented incorrectly.",1,64,21,8,"[""internal/command/init_run.go"", ""internal/command/meta_backend.go"", ""internal/command/state_migrate.go"", ""internal/command/views/init.go"", ""internal/command/views/json_view.go"", ""internal/command/views/spacer.go"", ""internal/command/views/state_migrate.go"", ""internal/command/views/view.go""]",0
hashicorp/terraform,c0c9b51df2d651210c6942f7c1b23eef6de45d10,1,2026-07-08T14:34:27Z,"Update equivalence test golden files. (#38839)

Co-authored-by: hc-github-team-tf-core <github-team-tf-core@hashicorp.com>",1,50,0,49,"[""testing/equivalence-tests/outputs/basic_json_string_update/apply.json"", ""testing/equivalence-tests/outputs/basic_list/apply.json"", ""testing/equivalence-tests/outputs/basic_list_empty/apply.json"", ""testing/equivalence-tests/outputs/basic_list_null/apply.json"", ""testing/equivalence-tests/outputs/basic_list_update/apply.json"", ""testing/equivalence-tests/outputs/basic_map/apply.json"", ""testing/equivalence-tests/outputs/basic_map_empty/apply.json"", ""testing/equivalence-tests/outputs/basic_map_null/apply.json"", ""testing/equivalence-tests/outputs/basic_map_update/apply.json"", ""testing/equivalence-tests/outputs/basic_multiline_string_update/apply.json"", ""testing/equivalence-tests/outputs/basic_set/apply.json"", ""testing/equivalence-tests/outputs/basic_set_empty/apply.json"", ""testing/equivalence-tests/outputs/basic_set_null/apply.json"", ""testing/equivalence-tests/outputs/basic_set_update/apply.json"", ""testing/equivalence-tests/outputs/drift_refresh_only/apply.json"", ""testing/equivalence-tests/outputs/drift_relevant_attributes/apply.json"", ""testing/equivalence-tests/outputs/drift_simple/apply.json"", ""testing/equivalence-tests/outputs/fully_populated_complex/apply.json"", ""testing/equivalence-tests/outputs/fully_populated_complex_destroy/apply.json"", ""testing/equivalence-tests/outputs/fully_populated_complex_update/apply.json"", ""testing/equivalence-tests/outputs/local_provider_basic/apply.json"", ""testing/equivalence-tests/outputs/local_provider_delete/apply.json"", ""testing/equivalence-tests/outputs/local_provider_update/apply.json"", ""testing/equivalence-tests/outputs/moved_simple/apply.json"", ""testing/equivalence-tests/outputs/moved_with_drift/apply.json"", ""testing/equivalence-tests/outputs/moved_with_refresh_only/apply.json"", ""testing/equivalence-tests/outputs/moved_with_update/apply.json"", ""testing/equivalence-tests/outputs/multiple_block_types/apply.json"", ""testing/equivalence-tests/outputs/multiple_block_types_update/apply.json"", ""testing/equivalence-tests/outputs/nested_list/apply.json"", ""testing/equivalence-tests/outputs/nested_list_update/apply.json"", ""testing/equivalence-tests/outputs/nested_map/apply.json"", ""testing/equivalence-tests/outputs/nested_map_update/apply.json"", ""testing/equivalence-tests/outputs/nested_objects/apply.json"", ""testing/equivalence-tests/outputs/nested_objects_update/apply.json"", ""testing/equivalence-tests/outputs/nested_set/apply.json"", ""testing/equivalence-tests/outputs/nested_set_update/apply.json"", ""testing/equivalence-tests/outputs/null_provider_delete/apply.json"", ""testing/equivalence-tests/outputs/null_provider_update/apply.json"", ""testing/equivalence-tests/outputs/replace_within_list/apply.json"", ""testing/equivalence-tests/outputs/replace_within_map/apply.json"", ""testing/equivalence-tests/outputs/replace_within_object/apply.json"", ""testing/equivalence-tests/outputs/replace_within_set/apply.json"", ""testing/equivalence-tests/outputs/simple_object/apply.json"", ""testing/equivalence-tests/outputs/simple_object_empty/apply.json"", ""testing/equivalence-tests/outputs/simple_object_null/apply.json"", ""testing/equivalence-tests/outputs/simple_object_replace/apply.json"", ""testing/equivalence-tests/outputs/simple_object_update/apply.json"", ""testing/equivalence-tests/outputs/variables_and_outputs/apply.json""]",0
hashicorp/terraform,c7184811d62454c6c0eb3b4ae1d3413ef1f2ace3,1,2026-07-10T16:59:22Z,"PSS: Move state store provider download-related logic away from `init` and into reusable methods on `Meta` (#38815)

* refactor: Add `saveDependencyLockFile`, an opinionated way to overwrite dependency lock files, to `Meta`.

Also, refactor `init` and `state migrate` commands to use this shared logic. Command-specific wrappers make sense given the different commands support of the -lockfile flag.

* refactor: Rename `SafeInitAction` type to more general `SafeStateStoreProviderInstallAction`

This is removing coupling to the `init` command, which previously was the only command to download providers.

* refactor: Create reusable method on Meta for deciding if a state store provider installation process requires security features to be active or not.

* refactor: Create reusable method on Meta for conditionally enacting security features after installing a state store provider.

This includes needing to make the error message applicable for both the 'init' and 'state migrate' commands

* test: Fix test after changing `saveDependencyLockFile` method to make lock returned from destination provider installation authoritative over the lock file.

The change, i.e. from `c.mergeLockedDependencies(previousLocks, dstProviderLock)` to ` c.mergeLockedDependencies(dstProviderLock, previousLocks)` means that the hash returned from the installer will be saved to the lock file. If the original lock file is lacking hash data then Terraform will update it to include that data.

* refactor: Move merging of locks out of the StateMigrateCommand's `saveDependencyLockFile` method, update code comments.

* fix: Make error messages when no lock is available during init or state migrate in automation more specific, and smaller as a result",1,549,255,8,"[""internal/command/init.go"", ""internal/command/init_run.go"", ""internal/command/init_test.go"", ""internal/command/meta_backend.go"", ""internal/command/meta_backend_test.go"", ""internal/command/meta_dependencies.go"", ""internal/command/state_migrate.go"", ""internal/command/state_migrate_test.go""]",0
hashicorp/terraform,e562eb299b54959ea9d6b965ad86b56ef5e2873f,1,2026-07-10T15:19:42Z,No policy evaluation should be done for pre-destroy refresh (#38856),1,138,14,6,"[""internal/command/plan_policy_test.go"", ""internal/command/testdata/plan-policy/main.tf"", ""internal/stacks/stackruntime/internal/stackeval/refresh_instance.go"", ""internal/stacks/stackruntime/plan_test.go"", ""internal/terraform/context_plan.go"", ""internal/terraform/graph_builder_plan.go""]",0
hashicorp/terraform,ef53cc4fb5850ecc1270b0db0bcff8992afe85f7,1,2026-06-29T15:39:47Z,"refactor: Move declaration of `policyResults` to later in init, where first use of policy feature happens.",1,1,2,1,"[""internal/command/init_run.go""]",0
hashicorp/terraform,efed3042c13262638620351864e475dcc6b5c95c,1,2026-07-01T08:17:33Z,"build(deps): bump actions/setup-go

Bumps the github-actions-backward-compatible group with 1 update: [actions/setup-go](https://github.com/actions/setup-go).


Updates `actions/setup-go` from 6.4.0 to 6.5.0
- [Release notes](https://github.com/actions/setup-go/releases)
- [Commits](https://github.com/actions/setup-go/compare/4a3601121dd01d1626a1e23e37211e3254c1c06c...924ae3a1cded613372ab5595356fb5720e22ba16)

---
updated-dependencies:
- dependency-name: actions/setup-go
  dependency-version: 6.5.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
  dependency-group: github-actions-backward-compatible
...

Signed-off-by: dependabot[bot] <support@github.com>",1,11,11,6,"["".github/workflows/build-terraform-cli.yml"", "".github/workflows/build.yml"", "".github/workflows/checks.yml"", "".github/workflows/equivalence-test-diff.yml"", "".github/workflows/equivalence-test-manual-update.yml"", "".github/workflows/equivalence-test-update.yml""]",0
hashicorp/terraform,f647df7e26343de359845bce7acc851e29dedbbb,1,2026-06-29T16:49:41Z,fix: Update error message to given users instructions on how to create a sufficient lock file.,1,5,5,2,"[""internal/command/init_run.go"", ""internal/command/init_test.go""]",0
hashicorp/terraform,fd3a5283bc7e61b69f521e4ca320ed2d4b6d4835,1,2026-07-07T09:50:08Z,"chore: Bump `actions/cache`, `actions/cache/save`, and `actions/cache/restore` to v6.1.0",1,3,3,2,"["".github/workflows/build.yml"", "".github/workflows/checks.yml""]",0
kubernetes/kubernetes,012695373b6694cba1acac4d9fbc6e7cc8e405a9,1,2026-05-11T11:45:50Z,"Merge pull request #138953 from skitt/drop-staticcheck

tools: drop staticcheck",2,0,13,2,"[""hack/tools/go.mod"", ""hack/tools/go.sum""]",0
hashicorp/terraform,f7f5f16a05d7f6d1f1662482f11c6aeb03377f61,1,2026-07-06T19:12:13Z,test: add test to catch alias discovery ordering invariant regressions,1,137,0,1,"[""internal/command/init_test.go""]",0
kubernetes/kubernetes,04976d6f60b883911a2ee6df12a54864391bd574,1,2026-05-19T20:01:45Z,"Merge pull request #138844 from skitt/bump-tools

Bump all tool dependencies",2,1766,3535,42,"[""hack/tools/go.mod"", ""hack/tools/go.sum"", ""hack/update-tools.sh"", ""pkg/kubelet/pluginmanager/pluginwatcher/example_plugin_apis/v1beta1/api.pb.go"", ""pkg/kubelet/pluginmanager/pluginwatcher/example_plugin_apis/v1beta1/api_grpc.pb.go"", ""pkg/kubelet/pluginmanager/pluginwatcher/example_plugin_apis/v1beta2/api.pb.go"", ""pkg/kubelet/pluginmanager/pluginwatcher/example_plugin_apis/v1beta2/api_grpc.pb.go"", ""staging/src/k8s.io/apiserver/pkg/storage/value/encrypt/envelope/kmsv2/v2/api.pb.go"", ""staging/src/k8s.io/cri-api/pkg/apis/runtime/v1/api.pb.go"", ""staging/src/k8s.io/cri-api/pkg/apis/runtime/v1/api_grpc.pb.go"", ""staging/src/k8s.io/externaljwt/apis/v1/api.pb.go"", ""staging/src/k8s.io/externaljwt/apis/v1/api_grpc.pb.go"", ""staging/src/k8s.io/externaljwt/apis/v1alpha1/api.pb.go"", ""staging/src/k8s.io/externaljwt/apis/v1alpha1/api_grpc.pb.go"", ""staging/src/k8s.io/kms/apis/v1beta1/api.pb.go"", ""staging/src/k8s.io/kms/apis/v1beta1/api_grpc.pb.go"", ""staging/src/k8s.io/kms/apis/v2/api.pb.go"", ""staging/src/k8s.io/kms/apis/v2/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/deviceplugin/v1alpha/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/deviceplugin/v1alpha/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/deviceplugin/v1beta1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/deviceplugin/v1beta1/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/dra-health/v1alpha1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/dra-health/v1alpha1/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/dra/v1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/dra/v1/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/dra/v1beta1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/dra/v1beta1/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/pluginregistration/v1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/pluginregistration/v1/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/pluginregistration/v1alpha1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/pluginregistration/v1alpha1/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/pluginregistration/v1beta1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/pluginregistration/v1beta1/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/podresources/v1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/podresources/v1/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/podresources/v1alpha1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/podresources/v1alpha1/api_grpc.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/pods/v1alpha1/api.pb.go"", ""staging/src/k8s.io/kubelet/pkg/apis/pods/v1alpha1/api_grpc.pb.go"", ""test/e2e/storage/drivers/csi-test/driver/.mockery.yaml"", ""test/utils/oidc/handlers/.mockery.yaml""]",0
